"Theta_Rows","R_Rows"
"solcap_snp_c1_13422","solcap_snp_c1_13422"
"solcap_snp_c1_13429","solcap_snp_c1_13429"
"solcap_snp_c1_13430","solcap_snp_c1_13430"
"solcap_snp_c1_13459","solcap_snp_c1_13459"
"solcap_snp_c1_13465","solcap_snp_c1_13465"
"solcap_snp_c1_13472","solcap_snp_c1_13472"
"solcap_snp_c1_13481","solcap_snp_c1_13481"
"solcap_snp_c1_13482","solcap_snp_c1_13482"
"solcap_snp_c1_13483","solcap_snp_c1_13483"
"solcap_snp_c1_13506","solcap_snp_c1_13506"
"solcap_snp_c1_13515","solcap_snp_c1_13515"
"solcap_snp_c1_13524","solcap_snp_c1_13524"
"solcap_snp_c1_13526","solcap_snp_c1_13526"
"solcap_snp_c1_13530","solcap_snp_c1_13530"
"solcap_snp_c1_13531","solcap_snp_c1_13531"
"solcap_snp_c1_13584","solcap_snp_c1_13584"
"solcap_snp_c1_13586","solcap_snp_c1_13586"
"solcap_snp_c1_13594","solcap_snp_c1_13594"
"solcap_snp_c1_13599","solcap_snp_c1_13599"
"solcap_snp_c1_13603","solcap_snp_c1_13603"
"solcap_snp_c1_13612","solcap_snp_c1_13612"
"solcap_snp_c1_13626","solcap_snp_c1_13626"
"solcap_snp_c1_13636","solcap_snp_c1_13636"
"solcap_snp_c1_13638","solcap_snp_c1_13638"
"solcap_snp_c1_13641","solcap_snp_c1_13641"
"solcap_snp_c1_13644","solcap_snp_c1_13644"
"solcap_snp_c1_13651","solcap_snp_c1_13651"
"solcap_snp_c1_13652","solcap_snp_c1_13652"
"solcap_snp_c1_13658","solcap_snp_c1_13658"
"solcap_snp_c1_13663","solcap_snp_c1_13663"
"solcap_snp_c1_13671","solcap_snp_c1_13671"
"solcap_snp_c1_13681","solcap_snp_c1_13681"
"solcap_snp_c1_13682","solcap_snp_c1_13682"
"solcap_snp_c1_13683","solcap_snp_c1_13683"
"solcap_snp_c1_13686","solcap_snp_c1_13686"
"solcap_snp_c1_13697","solcap_snp_c1_13697"
"solcap_snp_c1_13698","solcap_snp_c1_13698"
"solcap_snp_c1_13742","solcap_snp_c1_13742"
"solcap_snp_c1_13754","solcap_snp_c1_13754"
"solcap_snp_c1_13762","solcap_snp_c1_13762"
"solcap_snp_c1_13764","solcap_snp_c1_13764"
"solcap_snp_c1_13765","solcap_snp_c1_13765"
"solcap_snp_c1_13767","solcap_snp_c1_13767"
"solcap_snp_c1_13769","solcap_snp_c1_13769"
"solcap_snp_c1_13782","solcap_snp_c1_13782"
"solcap_snp_c1_13783","solcap_snp_c1_13783"
"solcap_snp_c1_13785","solcap_snp_c1_13785"
"solcap_snp_c1_13786","solcap_snp_c1_13786"
"solcap_snp_c1_13805","solcap_snp_c1_13805"
"solcap_snp_c1_13809","solcap_snp_c1_13809"
"solcap_snp_c1_13810","solcap_snp_c1_13810"
"solcap_snp_c1_1383","solcap_snp_c1_1383"
"solcap_snp_c1_13843","solcap_snp_c1_13843"
"solcap_snp_c1_13847","solcap_snp_c1_13847"
"solcap_snp_c1_13859","solcap_snp_c1_13859"
"solcap_snp_c1_1386","solcap_snp_c1_1386"
"solcap_snp_c1_13860","solcap_snp_c1_13860"
"solcap_snp_c1_13863","solcap_snp_c1_13863"
"solcap_snp_c1_13871","solcap_snp_c1_13871"
"solcap_snp_c1_13883","solcap_snp_c1_13883"
"solcap_snp_c1_13884","solcap_snp_c1_13884"
"solcap_snp_c1_13885","solcap_snp_c1_13885"
"solcap_snp_c1_13886","solcap_snp_c1_13886"
"solcap_snp_c1_13887","solcap_snp_c1_13887"
"solcap_snp_c1_1391","solcap_snp_c1_1391"
"solcap_snp_c1_13910","solcap_snp_c1_13910"
"solcap_snp_c1_13911","solcap_snp_c1_13911"
"solcap_snp_c1_13912","solcap_snp_c1_13912"
"solcap_snp_c1_13920","solcap_snp_c1_13920"
"solcap_snp_c1_13923","solcap_snp_c1_13923"
"solcap_snp_c1_13929","solcap_snp_c1_13929"
"solcap_snp_c1_1394","solcap_snp_c1_1394"
"solcap_snp_c1_13941","solcap_snp_c1_13941"
"solcap_snp_c1_13951","solcap_snp_c1_13951"
"solcap_snp_c1_13954","solcap_snp_c1_13954"
"solcap_snp_c1_13962","solcap_snp_c1_13962"
"solcap_snp_c1_13996","solcap_snp_c1_13996"
"solcap_snp_c1_13998","solcap_snp_c1_13998"
"solcap_snp_c1_14038","solcap_snp_c1_14038"
"solcap_snp_c1_14039","solcap_snp_c1_14039"
"solcap_snp_c1_14044","solcap_snp_c1_14044"
"solcap_snp_c1_14045","solcap_snp_c1_14045"
"solcap_snp_c1_14046","solcap_snp_c1_14046"
"solcap_snp_c1_14047","solcap_snp_c1_14047"
"solcap_snp_c1_14048","solcap_snp_c1_14048"
"solcap_snp_c1_14053","solcap_snp_c1_14053"
"solcap_snp_c1_14083","solcap_snp_c1_14083"
"solcap_snp_c1_14084","solcap_snp_c1_14084"
"solcap_snp_c1_14086","solcap_snp_c1_14086"
"solcap_snp_c1_14089","solcap_snp_c1_14089"
"solcap_snp_c1_14108","solcap_snp_c1_14108"
"solcap_snp_c1_14127","solcap_snp_c1_14127"
"solcap_snp_c1_14142","solcap_snp_c1_14142"
"solcap_snp_c1_14166","solcap_snp_c1_14166"
"solcap_snp_c1_14174","solcap_snp_c1_14174"
"solcap_snp_c1_14197","solcap_snp_c1_14197"
"solcap_snp_c1_1420","solcap_snp_c1_1420"
"solcap_snp_c1_14205","solcap_snp_c1_14205"
"solcap_snp_c1_14211","solcap_snp_c1_14211"
"solcap_snp_c1_14213","solcap_snp_c1_14213"
"solcap_snp_c1_14219","solcap_snp_c1_14219"
"solcap_snp_c1_1422","solcap_snp_c1_1422"
"solcap_snp_c1_14236","solcap_snp_c1_14236"
"solcap_snp_c1_14238","solcap_snp_c1_14238"
"solcap_snp_c1_14246","solcap_snp_c1_14246"
"solcap_snp_c1_14248","solcap_snp_c1_14248"
"solcap_snp_c1_14249","solcap_snp_c1_14249"
"solcap_snp_c1_1425","solcap_snp_c1_1425"
"solcap_snp_c1_14259","solcap_snp_c1_14259"
"solcap_snp_c1_1426","solcap_snp_c1_1426"
"solcap_snp_c1_14261","solcap_snp_c1_14261"
"solcap_snp_c1_14271","solcap_snp_c1_14271"
"solcap_snp_c1_14280","solcap_snp_c1_14280"
"solcap_snp_c1_14281","solcap_snp_c1_14281"
"solcap_snp_c1_14293","solcap_snp_c1_14293"
"solcap_snp_c1_14314","solcap_snp_c1_14314"
"solcap_snp_c1_14315","solcap_snp_c1_14315"
"solcap_snp_c1_14316","solcap_snp_c1_14316"
"solcap_snp_c1_14330","solcap_snp_c1_14330"
"solcap_snp_c1_14332","solcap_snp_c1_14332"
"solcap_snp_c1_14362","solcap_snp_c1_14362"
"solcap_snp_c1_14370","solcap_snp_c1_14370"
"solcap_snp_c1_14371","solcap_snp_c1_14371"
"solcap_snp_c1_14388","solcap_snp_c1_14388"
"solcap_snp_c1_14392","solcap_snp_c1_14392"
"solcap_snp_c1_14393","solcap_snp_c1_14393"
"solcap_snp_c1_14394","solcap_snp_c1_14394"
"solcap_snp_c1_14396","solcap_snp_c1_14396"
"solcap_snp_c1_14397","solcap_snp_c1_14397"
"solcap_snp_c1_14398","solcap_snp_c1_14398"
"solcap_snp_c1_14400","solcap_snp_c1_14400"
"solcap_snp_c1_14402","solcap_snp_c1_14402"
"solcap_snp_c1_14403","solcap_snp_c1_14403"
"solcap_snp_c1_14404","solcap_snp_c1_14404"
"solcap_snp_c1_14419","solcap_snp_c1_14419"
"solcap_snp_c1_14423","solcap_snp_c1_14423"
"solcap_snp_c1_1443","solcap_snp_c1_1443"
"solcap_snp_c1_14442","solcap_snp_c1_14442"
"solcap_snp_c1_14476","solcap_snp_c1_14476"
"solcap_snp_c1_14503","solcap_snp_c1_14503"
"solcap_snp_c1_14512","solcap_snp_c1_14512"
"solcap_snp_c1_14531","solcap_snp_c1_14531"
"solcap_snp_c1_14538","solcap_snp_c1_14538"
"solcap_snp_c1_14542","solcap_snp_c1_14542"
"solcap_snp_c1_1455","solcap_snp_c1_1455"
"solcap_snp_c1_14569","solcap_snp_c1_14569"
"solcap_snp_c1_14577","solcap_snp_c1_14577"
"solcap_snp_c1_1458","solcap_snp_c1_1458"
"solcap_snp_c1_14582","solcap_snp_c1_14582"
"solcap_snp_c1_14588","solcap_snp_c1_14588"
"solcap_snp_c1_14613","solcap_snp_c1_14613"
"solcap_snp_c1_14614","solcap_snp_c1_14614"
"solcap_snp_c1_14629","solcap_snp_c1_14629"
"solcap_snp_c1_14633","solcap_snp_c1_14633"
"solcap_snp_c1_14641","solcap_snp_c1_14641"
"solcap_snp_c1_14643","solcap_snp_c1_14643"
"solcap_snp_c1_14644","solcap_snp_c1_14644"
"solcap_snp_c1_14645","solcap_snp_c1_14645"
"solcap_snp_c1_14647","solcap_snp_c1_14647"
"solcap_snp_c1_14648","solcap_snp_c1_14648"
"solcap_snp_c1_14649","solcap_snp_c1_14649"
"solcap_snp_c1_14650","solcap_snp_c1_14650"
"solcap_snp_c1_14654","solcap_snp_c1_14654"
"solcap_snp_c1_14663","solcap_snp_c1_14663"
"solcap_snp_c1_14664","solcap_snp_c1_14664"
"solcap_snp_c1_14668","solcap_snp_c1_14668"
"solcap_snp_c1_14669","solcap_snp_c1_14669"
"solcap_snp_c1_14674","solcap_snp_c1_14674"
"solcap_snp_c1_14676","solcap_snp_c1_14676"
"solcap_snp_c1_1468","solcap_snp_c1_1468"
"solcap_snp_c1_14683","solcap_snp_c1_14683"
"solcap_snp_c1_14684","solcap_snp_c1_14684"
"solcap_snp_c1_1470","solcap_snp_c1_1470"
"solcap_snp_c1_14700","solcap_snp_c1_14700"
"solcap_snp_c1_14724","solcap_snp_c1_14724"
"solcap_snp_c1_1473","solcap_snp_c1_1473"
"solcap_snp_c1_14735","solcap_snp_c1_14735"
"solcap_snp_c1_14759","solcap_snp_c1_14759"
"solcap_snp_c1_14763","solcap_snp_c1_14763"
"solcap_snp_c1_14767","solcap_snp_c1_14767"
"solcap_snp_c1_14770","solcap_snp_c1_14770"
"solcap_snp_c1_14778","solcap_snp_c1_14778"
"solcap_snp_c1_14783","solcap_snp_c1_14783"
"solcap_snp_c1_14797","solcap_snp_c1_14797"
"solcap_snp_c1_14800","solcap_snp_c1_14800"
"solcap_snp_c1_14801","solcap_snp_c1_14801"
"solcap_snp_c1_14802","solcap_snp_c1_14802"
"solcap_snp_c1_1481","solcap_snp_c1_1481"
"solcap_snp_c1_14813","solcap_snp_c1_14813"
"solcap_snp_c1_14823","solcap_snp_c1_14823"
"solcap_snp_c1_14836","solcap_snp_c1_14836"
"solcap_snp_c1_14839","solcap_snp_c1_14839"
"solcap_snp_c1_14840","solcap_snp_c1_14840"
"solcap_snp_c1_14841","solcap_snp_c1_14841"
"solcap_snp_c1_14869","solcap_snp_c1_14869"
"solcap_snp_c1_14870","solcap_snp_c1_14870"
"solcap_snp_c1_14880","solcap_snp_c1_14880"
"solcap_snp_c1_14884","solcap_snp_c1_14884"
"solcap_snp_c1_14900","solcap_snp_c1_14900"
"solcap_snp_c1_14913","solcap_snp_c1_14913"
"solcap_snp_c1_14928","solcap_snp_c1_14928"
"solcap_snp_c1_14929","solcap_snp_c1_14929"
"solcap_snp_c1_14931","solcap_snp_c1_14931"
"solcap_snp_c1_14947","solcap_snp_c1_14947"
"solcap_snp_c1_1495","solcap_snp_c1_1495"
"solcap_snp_c1_14951","solcap_snp_c1_14951"
"solcap_snp_c1_14954","solcap_snp_c1_14954"
"solcap_snp_c1_14956","solcap_snp_c1_14956"
"solcap_snp_c1_14959","solcap_snp_c1_14959"
"solcap_snp_c1_14969","solcap_snp_c1_14969"
"solcap_snp_c1_14973","solcap_snp_c1_14973"
"solcap_snp_c1_14975","solcap_snp_c1_14975"
"solcap_snp_c1_14992","solcap_snp_c1_14992"
"solcap_snp_c1_15006","solcap_snp_c1_15006"
"solcap_snp_c1_15012","solcap_snp_c1_15012"
"solcap_snp_c1_15031","solcap_snp_c1_15031"
"solcap_snp_c1_15033","solcap_snp_c1_15033"
"solcap_snp_c1_15034","solcap_snp_c1_15034"
"solcap_snp_c1_1504","solcap_snp_c1_1504"
"solcap_snp_c1_15041","solcap_snp_c1_15041"
"solcap_snp_c1_15042","solcap_snp_c1_15042"
"solcap_snp_c1_15043","solcap_snp_c1_15043"
"solcap_snp_c1_15044","solcap_snp_c1_15044"
"solcap_snp_c1_15045","solcap_snp_c1_15045"
"solcap_snp_c1_15046","solcap_snp_c1_15046"
"solcap_snp_c1_15048","solcap_snp_c1_15048"
"solcap_snp_c1_15061","solcap_snp_c1_15061"
"solcap_snp_c1_15062","solcap_snp_c1_15062"
"solcap_snp_c1_15063","solcap_snp_c1_15063"
"solcap_snp_c1_15081","solcap_snp_c1_15081"
"solcap_snp_c1_15085","solcap_snp_c1_15085"
"solcap_snp_c1_15098","solcap_snp_c1_15098"
"solcap_snp_c1_151","solcap_snp_c1_151"
"solcap_snp_c1_15106","solcap_snp_c1_15106"
"solcap_snp_c1_1511","solcap_snp_c1_1511"
"solcap_snp_c1_1512","solcap_snp_c1_1512"
"solcap_snp_c1_15123","solcap_snp_c1_15123"
"solcap_snp_c1_15140","solcap_snp_c1_15140"
"solcap_snp_c1_15145","solcap_snp_c1_15145"
"solcap_snp_c1_15175","solcap_snp_c1_15175"
"solcap_snp_c1_15178","solcap_snp_c1_15178"
"solcap_snp_c1_15189","solcap_snp_c1_15189"
"solcap_snp_c1_15191","solcap_snp_c1_15191"
"solcap_snp_c1_15192","solcap_snp_c1_15192"
"solcap_snp_c1_15204","solcap_snp_c1_15204"
"solcap_snp_c1_15213","solcap_snp_c1_15213"
"solcap_snp_c1_15218","solcap_snp_c1_15218"
"solcap_snp_c1_15219","solcap_snp_c1_15219"
"solcap_snp_c1_15225","solcap_snp_c1_15225"
"solcap_snp_c1_15233","solcap_snp_c1_15233"
"solcap_snp_c1_15235","solcap_snp_c1_15235"
"solcap_snp_c1_15237","solcap_snp_c1_15237"
"solcap_snp_c1_15241","solcap_snp_c1_15241"
"solcap_snp_c1_15249","solcap_snp_c1_15249"
"solcap_snp_c1_15259","solcap_snp_c1_15259"
"solcap_snp_c1_15260","solcap_snp_c1_15260"
"solcap_snp_c1_15292","solcap_snp_c1_15292"
"solcap_snp_c1_15298","solcap_snp_c1_15298"
"solcap_snp_c1_15312","solcap_snp_c1_15312"
"solcap_snp_c1_15314","solcap_snp_c1_15314"
"solcap_snp_c1_15323","solcap_snp_c1_15323"
"solcap_snp_c1_15330","solcap_snp_c1_15330"
"solcap_snp_c1_15331","solcap_snp_c1_15331"
"solcap_snp_c1_15333","solcap_snp_c1_15333"
"solcap_snp_c1_15340","solcap_snp_c1_15340"
"solcap_snp_c1_15342","solcap_snp_c1_15342"
"solcap_snp_c1_15343","solcap_snp_c1_15343"
"solcap_snp_c1_1535","solcap_snp_c1_1535"
"solcap_snp_c1_15351","solcap_snp_c1_15351"
"solcap_snp_c1_15353","solcap_snp_c1_15353"
"solcap_snp_c1_15357","solcap_snp_c1_15357"
"solcap_snp_c1_1536","solcap_snp_c1_1536"
"solcap_snp_c1_15371","solcap_snp_c1_15371"
"solcap_snp_c1_15374","solcap_snp_c1_15374"
"solcap_snp_c1_1539","solcap_snp_c1_1539"
"solcap_snp_c1_15402","solcap_snp_c1_15402"
"solcap_snp_c1_15404","solcap_snp_c1_15404"
"solcap_snp_c1_15416","solcap_snp_c1_15416"
"solcap_snp_c1_15425","solcap_snp_c1_15425"
"solcap_snp_c1_15451","solcap_snp_c1_15451"
"solcap_snp_c1_15452","solcap_snp_c1_15452"
"solcap_snp_c1_15456","solcap_snp_c1_15456"
"solcap_snp_c1_15462","solcap_snp_c1_15462"
"solcap_snp_c1_15466","solcap_snp_c1_15466"
"solcap_snp_c1_15470","solcap_snp_c1_15470"
"solcap_snp_c1_15481","solcap_snp_c1_15481"
"solcap_snp_c1_15484","solcap_snp_c1_15484"
"solcap_snp_c1_15485","solcap_snp_c1_15485"
"solcap_snp_c1_15488","solcap_snp_c1_15488"
"solcap_snp_c1_15489","solcap_snp_c1_15489"
"solcap_snp_c1_15495","solcap_snp_c1_15495"
"solcap_snp_c1_15505","solcap_snp_c1_15505"
"solcap_snp_c1_1551","solcap_snp_c1_1551"
"solcap_snp_c1_15513","solcap_snp_c1_15513"
"solcap_snp_c1_15521","solcap_snp_c1_15521"
"solcap_snp_c1_15523","solcap_snp_c1_15523"
"solcap_snp_c1_15530","solcap_snp_c1_15530"
"solcap_snp_c1_15533","solcap_snp_c1_15533"
"solcap_snp_c1_15534","solcap_snp_c1_15534"
"solcap_snp_c1_15536","solcap_snp_c1_15536"
"solcap_snp_c1_15547","solcap_snp_c1_15547"
"solcap_snp_c1_15551","solcap_snp_c1_15551"
"solcap_snp_c1_15561","solcap_snp_c1_15561"
"solcap_snp_c1_15562","solcap_snp_c1_15562"
"solcap_snp_c1_15563","solcap_snp_c1_15563"
"solcap_snp_c1_15579","solcap_snp_c1_15579"
"solcap_snp_c1_15580","solcap_snp_c1_15580"
"solcap_snp_c1_15590","solcap_snp_c1_15590"
"solcap_snp_c1_15594","solcap_snp_c1_15594"
"solcap_snp_c1_15596","solcap_snp_c1_15596"
"solcap_snp_c1_156","solcap_snp_c1_156"
"solcap_snp_c1_15606","solcap_snp_c1_15606"
"solcap_snp_c1_15609","solcap_snp_c1_15609"
"solcap_snp_c1_15612","solcap_snp_c1_15612"
"solcap_snp_c1_15614","solcap_snp_c1_15614"
"solcap_snp_c1_15618","solcap_snp_c1_15618"
"solcap_snp_c1_15638","solcap_snp_c1_15638"
"solcap_snp_c1_15641","solcap_snp_c1_15641"
"solcap_snp_c1_15642","solcap_snp_c1_15642"
"solcap_snp_c1_15655","solcap_snp_c1_15655"
"solcap_snp_c1_15656","solcap_snp_c1_15656"
"solcap_snp_c1_15657","solcap_snp_c1_15657"
"solcap_snp_c1_15658","solcap_snp_c1_15658"
"solcap_snp_c1_15671","solcap_snp_c1_15671"
"solcap_snp_c1_15684","solcap_snp_c1_15684"
"solcap_snp_c1_15689","solcap_snp_c1_15689"
"solcap_snp_c1_15690","solcap_snp_c1_15690"
"solcap_snp_c1_15692","solcap_snp_c1_15692"
"solcap_snp_c1_15694","solcap_snp_c1_15694"
"solcap_snp_c1_15695","solcap_snp_c1_15695"
"solcap_snp_c1_15698","solcap_snp_c1_15698"
"solcap_snp_c1_15700","solcap_snp_c1_15700"
"solcap_snp_c1_15714","solcap_snp_c1_15714"
"solcap_snp_c1_15717","solcap_snp_c1_15717"
"solcap_snp_c1_15726","solcap_snp_c1_15726"
"solcap_snp_c1_15739","solcap_snp_c1_15739"
"solcap_snp_c1_15746","solcap_snp_c1_15746"
"solcap_snp_c1_15755","solcap_snp_c1_15755"
"solcap_snp_c1_15756","solcap_snp_c1_15756"
"solcap_snp_c1_1576","solcap_snp_c1_1576"
"solcap_snp_c1_15760","solcap_snp_c1_15760"
"solcap_snp_c1_15762","solcap_snp_c1_15762"
"solcap_snp_c1_15763","solcap_snp_c1_15763"
"solcap_snp_c1_15780","solcap_snp_c1_15780"
"solcap_snp_c1_15782","solcap_snp_c1_15782"
"solcap_snp_c1_15783","solcap_snp_c1_15783"
"solcap_snp_c1_15787","solcap_snp_c1_15787"
"solcap_snp_c1_15811","solcap_snp_c1_15811"
"solcap_snp_c1_15816","solcap_snp_c1_15816"
"solcap_snp_c1_15817","solcap_snp_c1_15817"
"solcap_snp_c1_15818","solcap_snp_c1_15818"
"solcap_snp_c1_15826","solcap_snp_c1_15826"
"solcap_snp_c1_15829","solcap_snp_c1_15829"
"solcap_snp_c1_15839","solcap_snp_c1_15839"
"solcap_snp_c1_15842","solcap_snp_c1_15842"
"solcap_snp_c1_15843","solcap_snp_c1_15843"
"solcap_snp_c1_15853","solcap_snp_c1_15853"
"solcap_snp_c1_15855","solcap_snp_c1_15855"
"solcap_snp_c1_15858","solcap_snp_c1_15858"
"solcap_snp_c1_15860","solcap_snp_c1_15860"
"solcap_snp_c1_15864","solcap_snp_c1_15864"
"solcap_snp_c1_15868","solcap_snp_c1_15868"
"solcap_snp_c1_15870","solcap_snp_c1_15870"
"solcap_snp_c1_15872","solcap_snp_c1_15872"
"solcap_snp_c1_15873","solcap_snp_c1_15873"
"solcap_snp_c1_15874","solcap_snp_c1_15874"
"solcap_snp_c1_15876","solcap_snp_c1_15876"
"solcap_snp_c1_15878","solcap_snp_c1_15878"
"solcap_snp_c1_15886","solcap_snp_c1_15886"
"solcap_snp_c1_15889","solcap_snp_c1_15889"
"solcap_snp_c1_15906","solcap_snp_c1_15906"
"solcap_snp_c1_15909","solcap_snp_c1_15909"
"solcap_snp_c1_1591","solcap_snp_c1_1591"
"solcap_snp_c1_15910","solcap_snp_c1_15910"
"solcap_snp_c1_15911","solcap_snp_c1_15911"
"solcap_snp_c1_15912","solcap_snp_c1_15912"
"solcap_snp_c1_15913","solcap_snp_c1_15913"
"solcap_snp_c1_15914","solcap_snp_c1_15914"
"solcap_snp_c1_15925","solcap_snp_c1_15925"
"solcap_snp_c1_15926","solcap_snp_c1_15926"
"solcap_snp_c1_15962","solcap_snp_c1_15962"
"solcap_snp_c1_15965","solcap_snp_c1_15965"
"solcap_snp_c1_15971","solcap_snp_c1_15971"
"solcap_snp_c1_15972","solcap_snp_c1_15972"
"solcap_snp_c1_15973","solcap_snp_c1_15973"
"solcap_snp_c1_15974","solcap_snp_c1_15974"
"solcap_snp_c1_15975","solcap_snp_c1_15975"
"solcap_snp_c1_15977","solcap_snp_c1_15977"
"solcap_snp_c1_15982","solcap_snp_c1_15982"
"solcap_snp_c1_15983","solcap_snp_c1_15983"
"solcap_snp_c1_16","solcap_snp_c1_16"
"solcap_snp_c1_16001","solcap_snp_c1_16001"
"solcap_snp_c1_16007","solcap_snp_c1_16007"
"solcap_snp_c1_16011","solcap_snp_c1_16011"
"solcap_snp_c1_16013","solcap_snp_c1_16013"
"solcap_snp_c1_16021","solcap_snp_c1_16021"
"solcap_snp_c1_16040","solcap_snp_c1_16040"
"solcap_snp_c1_16052","solcap_snp_c1_16052"
"solcap_snp_c1_16062","solcap_snp_c1_16062"
"solcap_snp_c1_16067","solcap_snp_c1_16067"
"solcap_snp_c1_16071","solcap_snp_c1_16071"
"solcap_snp_c1_16079","solcap_snp_c1_16079"
"solcap_snp_c1_16080","solcap_snp_c1_16080"
"solcap_snp_c1_16094","solcap_snp_c1_16094"
"solcap_snp_c1_16106","solcap_snp_c1_16106"
"solcap_snp_c1_16111","solcap_snp_c1_16111"
"solcap_snp_c1_16114","solcap_snp_c1_16114"
"solcap_snp_c1_16127","solcap_snp_c1_16127"
"solcap_snp_c1_16128","solcap_snp_c1_16128"
"solcap_snp_c1_16129","solcap_snp_c1_16129"
"solcap_snp_c1_16131","solcap_snp_c1_16131"
"solcap_snp_c1_16141","solcap_snp_c1_16141"
"solcap_snp_c1_16148","solcap_snp_c1_16148"
"solcap_snp_c1_16169","solcap_snp_c1_16169"
"solcap_snp_c1_16170","solcap_snp_c1_16170"
"solcap_snp_c1_16171","solcap_snp_c1_16171"
"solcap_snp_c1_16172","solcap_snp_c1_16172"
"solcap_snp_c1_16178","solcap_snp_c1_16178"
"solcap_snp_c1_16191","solcap_snp_c1_16191"
"solcap_snp_c1_16193","solcap_snp_c1_16193"
"solcap_snp_c1_16194","solcap_snp_c1_16194"
"solcap_snp_c1_16195","solcap_snp_c1_16195"
"solcap_snp_c1_16196","solcap_snp_c1_16196"
"solcap_snp_c1_16201","solcap_snp_c1_16201"
"solcap_snp_c1_16212","solcap_snp_c1_16212"
"solcap_snp_c1_16221","solcap_snp_c1_16221"
"solcap_snp_c1_16222","solcap_snp_c1_16222"
"solcap_snp_c1_16223","solcap_snp_c1_16223"
"solcap_snp_c1_16224","solcap_snp_c1_16224"
"solcap_snp_c1_16225","solcap_snp_c1_16225"
"solcap_snp_c1_16227","solcap_snp_c1_16227"
"solcap_snp_c1_16229","solcap_snp_c1_16229"
"solcap_snp_c1_16234","solcap_snp_c1_16234"
"solcap_snp_c1_16250","solcap_snp_c1_16250"
"solcap_snp_c1_16258","solcap_snp_c1_16258"
"solcap_snp_c1_16261","solcap_snp_c1_16261"
"solcap_snp_c1_16267","solcap_snp_c1_16267"
"solcap_snp_c1_16286","solcap_snp_c1_16286"
"solcap_snp_c1_16291","solcap_snp_c1_16291"
"solcap_snp_c1_16299","solcap_snp_c1_16299"
"solcap_snp_c1_16301","solcap_snp_c1_16301"
"solcap_snp_c1_16312","solcap_snp_c1_16312"
"solcap_snp_c1_16325","solcap_snp_c1_16325"
"solcap_snp_c1_16342","solcap_snp_c1_16342"
"solcap_snp_c1_16349","solcap_snp_c1_16349"
"solcap_snp_c1_16351","solcap_snp_c1_16351"
"solcap_snp_c1_16353","solcap_snp_c1_16353"
"solcap_snp_c1_16358","solcap_snp_c1_16358"
"solcap_snp_c1_16362","solcap_snp_c1_16362"
"solcap_snp_c1_16364","solcap_snp_c1_16364"
"solcap_snp_c1_16376","solcap_snp_c1_16376"
"solcap_snp_c1_1638","solcap_snp_c1_1638"
"solcap_snp_c1_16381","solcap_snp_c1_16381"
"solcap_snp_c1_16382","solcap_snp_c1_16382"
"solcap_snp_c1_16394","solcap_snp_c1_16394"
"solcap_snp_c1_16406","solcap_snp_c1_16406"
"solcap_snp_c1_16413","solcap_snp_c1_16413"
"solcap_snp_c1_16414","solcap_snp_c1_16414"
"solcap_snp_c1_16419","solcap_snp_c1_16419"
"solcap_snp_c1_16420","solcap_snp_c1_16420"
"solcap_snp_c1_16421","solcap_snp_c1_16421"
"solcap_snp_c1_16422","solcap_snp_c1_16422"
"solcap_snp_c1_16423","solcap_snp_c1_16423"
"solcap_snp_c1_16425","solcap_snp_c1_16425"
"solcap_snp_c1_16435","solcap_snp_c1_16435"
"solcap_snp_c1_16439","solcap_snp_c1_16439"
"solcap_snp_c1_16441","solcap_snp_c1_16441"
"solcap_snp_c1_1645","solcap_snp_c1_1645"
"solcap_snp_c1_16450","solcap_snp_c1_16450"
"solcap_snp_c1_16456","solcap_snp_c1_16456"
"solcap_snp_c1_16459","solcap_snp_c1_16459"
"solcap_snp_c1_16470","solcap_snp_c1_16470"
"solcap_snp_c1_16472","solcap_snp_c1_16472"
"solcap_snp_c1_16490","solcap_snp_c1_16490"
"solcap_snp_c1_16495","solcap_snp_c1_16495"
"solcap_snp_c1_16496","solcap_snp_c1_16496"
"solcap_snp_c1_16513","solcap_snp_c1_16513"
"solcap_snp_c1_16514","solcap_snp_c1_16514"
"solcap_snp_c1_16515","solcap_snp_c1_16515"
"solcap_snp_c1_16517","solcap_snp_c1_16517"
"solcap_snp_c1_16526","solcap_snp_c1_16526"
"solcap_snp_c1_1653","solcap_snp_c1_1653"
"solcap_snp_c1_16534","solcap_snp_c1_16534"
"solcap_snp_c1_16535","solcap_snp_c1_16535"
"solcap_snp_c1_16540","solcap_snp_c1_16540"
"solcap_snp_c1_16542","solcap_snp_c1_16542"
"solcap_snp_c1_16548","solcap_snp_c1_16548"
"solcap_snp_c1_16550","solcap_snp_c1_16550"
"solcap_snp_c1_16552","solcap_snp_c1_16552"
"solcap_snp_c1_16555","solcap_snp_c1_16555"
"solcap_snp_c1_16581","solcap_snp_c1_16581"
"solcap_snp_c1_16585","solcap_snp_c1_16585"
"solcap_snp_c1_16588","solcap_snp_c1_16588"
"solcap_snp_c1_16616","solcap_snp_c1_16616"
"solcap_snp_c1_16621","solcap_snp_c1_16621"
"solcap_snp_c1_16624","solcap_snp_c1_16624"
"solcap_snp_c1_16625","solcap_snp_c1_16625"
"solcap_snp_c1_16636","solcap_snp_c1_16636"
"solcap_snp_c1_16639","solcap_snp_c1_16639"
